concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,PAD (broad),dani_PAD_broad
44808833,From descendants,Occlusion of posterior tibial artery,Condition,SNOMED,S,x,T
4025854,From descendants,Superior mesenteric artery thrombosis,Condition,SNOMED,S,x,T
4079432,From descendants,Ruptured aneurysm of posterior cerebral artery,Condition,SNOMED,S,,F
4108376,From descendants,Embolism and thrombosis of the femoral artery,Condition,SNOMED,S,x,T
4108380,From descendants,Embolism and thrombosis of the subclavian artery,Condition,SNOMED,S,x,T
4109474,From descendants,Isolation of subclavian artery,Condition,SNOMED,S,,F
4110112,From descendants,Congenital vascular nevus,Condition,SNOMED,S,,F
4110205,From descendants,Inferior mesenteric aneurysm,Condition,SNOMED,S,x,T
4110331,From descendants,Embolism and thrombosis of the ulnar artery,Condition,SNOMED,S,x,T
4111470,From descendants,Salmon patch nevus,Condition,SNOMED,S,,F
4119141,From descendants,Atherosclerotic renal artery stenosis,Condition,SNOMED,S,x,T
4120098,From descendants,Superficial femoral artery stenosis,Condition,SNOMED,S,x,T
4124843,From descendants,Common femoral aneurysm,Condition,SNOMED,S,x,T
4127997,From descendants,Acquired renal artery stenosis,Condition,SNOMED,S,x,T
37109921,From descendants,Acute occlusion of artery of lower limb co-occurrent and due to thromboembolus,Condition,SNOMED,S,x,T
37109922,From descendants,Acute occlusion of aortoiliac artery due to thrombosis,Condition,SNOMED,S,x,T
37111328,From descendants,CAMOS syndrome,Condition,SNOMED,S,,F
37163044,From descendants,Acute thrombotic subclavian artery occlusion,Condition,SNOMED,S,x,T
37163046,From descendants,Acute thrombotic renal artery occlusion,Condition,SNOMED,S,x,T
37163049,From descendants,Acute occlusion of popliteal artery due to thromboembolus,Condition,SNOMED,S,x,T
37204663,From descendants,Aneurysm of internal carotid bifurcation,Condition,SNOMED,S,,F
37204666,From descendants,Aneurysm of anterior communicating artery,Condition,SNOMED,S,,F
37204667,From descendants,Aneurysm of posterior cerebral artery,Condition,SNOMED,S,,F
37204670,From descendants,Aneurysm of internal carotid-anterior communicating artery zone,Condition,SNOMED,S,,F
37209564,From descendants,Aneurysm of left vertebral artery,Condition,SNOMED,S,,F
37399712,From descendants,Glomuvenous malformation,Condition,SNOMED,S,,F
320646,From descendants,Syphilitic aneurysm of aorta,Condition,SNOMED,S,,F
609011,From descendants,Atherosclerosis of autologous vein bypass graft of right upper limb,Condition,SNOMED,S,,F
609015,From descendants,Atherosclerosis of bypass graft of right upper limb,Condition,SNOMED,S,x,T
761211,From descendants,Aneurysm of right radial artery,Condition,SNOMED,S,x,T
761429,From descendants,Atherosclerosis of nonautologous biological bypass graft of left lower limb,Condition,SNOMED,S,x,T
761430,From descendants,Atherosclerosis of bypass graft of right lower limb,Condition,SNOMED,S,x,T
761431,From descendants,Atherosclerosis of nonautologous biological bypass graft of right lower limb,Condition,SNOMED,S,x,T
761743,From descendants,Atheroembolism of bilateral renal arteries,Condition,SNOMED,S,x,T
761752,From descendants,Congenital anomaly of blood vessel of right lower limb,Condition,SNOMED,S,,F
761804,From descendants,Stenosis of artery of right upper limb,Condition,SNOMED,S,x,T
761810,From descendants,Congenital anomaly of blood vessel of left upper limb,Condition,SNOMED,S,,F
762585,From descendants,Dissecting aneurysm of anterior cerebral artery,Condition,SNOMED,S,,F
765300,From descendants,Atheroembolism of left lower limb,Condition,SNOMED,S,x,T
35615015,From descendants,Aneurysm of extracranial portion of left internal carotid artery,Condition,SNOMED,S,,F
35615063,From descendants,Thrombosis of bilateral iliac arteries,Condition,SNOMED,S,x,T
35615075,From descendants,Occlusion of distal artery of right upper limb,Condition,SNOMED,S,x,T
35615099,From descendants,Thrombosis of right common femoral artery,Condition,SNOMED,S,x,T
1245705,From descendants,Bilateral congenital stenosis of renal arteries,Condition,SNOMED,S,,F
1245784,From descendants,Bilateral congenital arteriovenous malformation of renal arteries and renal veins,Condition,SNOMED,S,,F
4140448,From descendants,Aneurysm of descending aorta,Condition,SNOMED,S,,F
4140616,From descendants,Thrombosis of ulnar artery,Condition,SNOMED,S,x,T
4143389,From descendants,Enlarging abdominal aortic aneurysm,Condition,SNOMED,S,,F
4174014,From descendants,Inferior mesenteric artery embolus,Condition,SNOMED,S,x,T
4175579,From descendants,Suprarenal artery aneurysm,Condition,SNOMED,S,x,T
4178399,From descendants,Common iliac artery thrombosis,Condition,SNOMED,S,x,T
4183844,From descendants,Congenital aneurysm of sinus of Valsalva,Condition,SNOMED,S,,F
4194886,From descendants,External iliac artery occlusion,Condition,SNOMED,S,x,T
4195972,From descendants,Superficial femoral artery occlusion,Condition,SNOMED,S,x,T
4209546,From descendants,Aberrant retro-esophageal subclavian artery causing dysphagia,Condition,SNOMED,S,,F
4231826,From descendants,Upper limb artery stenosis,Condition,SNOMED,S,x,T
4264734,From descendants,Thromboembolism of renal arteries,Condition,SNOMED,S,x,T
36712807,From descendants,Pain at rest of right lower limb due to atherosclerosis,Condition,SNOMED,S,x,T
36712951,From descendants,Aneurysm of intracranial portion of left internal carotid artery,Condition,SNOMED,S,,F
42535829,From descendants,Thromboembolus of external iliac artery,Condition,SNOMED,S,x,T
42536636,From descendants,Acute occlusion of artery of lower limb,Condition,SNOMED,S,x,T
42709999,From descendants,Congenital anomaly of blood vessel of lower limb,Condition,SNOMED,S,,F
3654671,From descendants,Aortic aneurysm due to Loeys-Dietz syndrome,Condition,SNOMED,S,,F
43020500,From descendants,Aneurysm of descending thoracic aorta,Condition,SNOMED,S,,F
45766085,From descendants,Ruptured aneurysm of vertebral artery,Condition,SNOMED,S,,F
4322809,From descendants,Aneurysm of gastroepiploic artery,Condition,SNOMED,S,x,T
4329498,From descendants,Occlusion of artery of upper extremity,Condition,SNOMED,S,x,T
40488006,From descendants,Aneurysm of aortic sinus of Valsalva with protrusion into pulmonary artery,Condition,SNOMED,S,,F
40489419,From descendants,Aneurysm of aortic sinus of Valsalva without rupture,Condition,SNOMED,S,,F
4029497,From descendants,Cerebral arterial aneurysm,Condition,SNOMED,S,,F
4031930,From descendants,Aneurysm of common carotid artery,Condition,SNOMED,S,,F
4110202,From descendants,Internal iliac aneurysm,Condition,SNOMED,S,x,T
4110204,From descendants,Dorsalis pedis aneurysm,Condition,SNOMED,S,x,T
4110253,From descendants,Nevus sanguineous,Condition,SNOMED,S,,F
4111727,From descendants,External iliac aneurysm,Condition,SNOMED,S,x,T
4120804,From descendants,Parkes Weber syndrome,Condition,SNOMED,S,,F
37110251,From descendants,Non-atherosclerotic chronic arterial occlusive disease,Condition,SNOMED,S,x,T
37163013,From descendants,Atherosclerosis of axillary artery,Condition,SNOMED,S,x,T
37163014,From descendants,Atherosclerosis of brachial artery,Condition,SNOMED,S,x,T
37163048,From descendants,Acute thrombotic iliac artery occlusion,Condition,SNOMED,S,x,T
37204669,From descendants,Aneurysm of posterior communicating artery,Condition,SNOMED,S,,F
37310906,From descendants,Vascular birthmark,Condition,SNOMED,S,,F
432890,From descendants,Microaneurysm of retinal artery,Condition,SNOMED,S,,F
432933,From descendants,Aneurysm of artery of lower extremity,Condition,SNOMED,S,x,T
433222,From descendants,"Thoracoabdominal aortic aneurysm, ruptured",Condition,SNOMED,S,,F
434961,From descendants,Occlusion of lower limb artery,Condition,SNOMED,S,x,T
443622,From descendants,Aneurysm of thoracic aorta,Condition,SNOMED,S,x,T
609008,From descendants,Bilateral thrombosis of femoral arteries,Condition,SNOMED,S,x,T
761209,From descendants,Aneurysm of right superficial temporal artery,Condition,SNOMED,S,,F
761438,From descendants,Macroaneurysm of retina of right eye,Condition,SNOMED,S,,F
761751,From descendants,Congenital anomaly of blood vessel of left lower limb,Condition,SNOMED,S,,F
762583,From descendants,Dissecting aneurysm of middle cerebral artery,Condition,SNOMED,S,,F
764101,From descendants,Abdominal aortic aneurysm greater than 5.0 centimeters in female,Condition,SNOMED,S,,F
765080,From descendants,Atherosclerosis of bypass graft of left lower limb,Condition,SNOMED,S,x,T
35615080,From descendants,Thrombosis of artery of right upper extremity,Condition,SNOMED,S,x,T
35615087,From descendants,Stenosis of artery of right lower limb,Condition,SNOMED,S,x,T
35615093,From descendants,Thrombosis of artery of right lower extremity,Condition,SNOMED,S,x,T
35615100,From descendants,Thrombosis of left common femoral artery,Condition,SNOMED,S,x,T
35615116,From descendants,Bilateral lower limb atherosclerosis of non-biological bypass graft,Condition,SNOMED,S,x,T
35622307,From descendants,Familial multiple nevi flammei,Condition,SNOMED,S,,F
1245767,From descendants,Bilateral congenital anomaly of blood vessels of upper limbs,Condition,SNOMED,S,,F
1245783,From descendants,Bilateral congenital arteriovenous malformation of upper limbs,Condition,SNOMED,S,,F
4141106,From descendants,Thrombosis of arteries of the extremities,Condition,SNOMED,S,x,T
4142261,From descendants,Aneurysm of suprarenal aorta,Condition,SNOMED,S,,F
4142981,From descendants,Aneurysm of supraceliac aorta,Condition,SNOMED,S,,F
4143225,From descendants,Ruptured aneurysm of internal iliac artery,Condition,SNOMED,S,,F
4143588,From descendants,Occlusion of renal artery bypass graft,Condition,SNOMED,S,x,T
4193302,From descendants,Post-radiological embolism of upper limb artery,Condition,SNOMED,S,x,T
4201941,From descendants,Recurrent abdominal aortic aneurysm,Condition,SNOMED,S,,F
4208944,From descendants,Iliac artery stenosis,Condition,SNOMED,S,x,T
4239400,From descendants,Aneurysm of femoral artery,Condition,SNOMED,S,x,T
4247959,From descendants,Congenital retinal aneurysm,Condition,SNOMED,S,,F
36712809,From descendants,Aneurysm of right renal artery,Condition,SNOMED,S,x,T
36717256,From descendants,Occlusion of aortoiliac artery,Condition,SNOMED,S,,F
42536638,From descendants,Perforation of abdominal aorta co-occurrent and due to aneurysm of abdominal aorta,Condition,SNOMED,S,,F
37017075,From descendants,Nontraumatic ruptured cerebral aneurysm,Condition,SNOMED,S,,F
37017533,From descendants,Transplant renal artery stenosis,Condition,SNOMED,S,x,T
3656045,From descendants,Aneurysm of pararenal aorta,Condition,SNOMED,S,,F
43020490,From descendants,Aneurysm of extracranial portion of internal carotid artery,Condition,SNOMED,S,,F
43020491,From descendants,Aneurysm of intracranial portion of internal carotid artery,Condition,SNOMED,S,,F
43022064,From descendants,Atherosclerosis of aortoiliac bypass graft,Condition,SNOMED,S,,F
4308138,From descendants,Aneurysm of spinal artery,Condition,SNOMED,S,x,T
40482911,From descendants,Aortic sinus of Valsalva aneurysm from left coronary sinus,Condition,SNOMED,S,,F
40484541,From descendants,Atherosclerosis of autologous vein bypass graft of limb,Condition,SNOMED,S,,F
40488008,From descendants,Aneurysm of aortic sinus of Valsalva with protrusion into right ventricle,Condition,SNOMED,S,,F
40488394,From descendants,Aneurysm of aortic sinus of Valsalva with protrusion into left ventricle,Condition,SNOMED,S,,F
44783241,From descendants,Multiple venous malformation of skin and mucous membrane,Condition,SNOMED,S,,F
44813823,From descendants,Occlusion of radial artery,Condition,SNOMED,S,x,T
4055025,From descendants,Superior mesenteric artery embolus,Condition,SNOMED,S,x,T
4101478,From descendants,Microaneurysm of retinal artery due to diabetes mellitus,Condition,SNOMED,S,,F
4108375,From descendants,Embolism and thrombosis of the radial artery,Condition,SNOMED,S,x,T
4111944,From descendants,Arteriovenous malformation of skin,Condition,SNOMED,S,,F
4112843,From descendants,Blue rubber bleb nevus,Condition,SNOMED,S,,F
4117771,From descendants,Aneurysm of head and neck artery,Condition,SNOMED,S,,F
4118795,From descendants,Renal artery stenosis,Condition,SNOMED,S,x,T
4121627,From descendants,Brachial artery embolus,Condition,SNOMED,S,x,T
37116421,From descendants,Acute occlusion of artery of upper limb caused by thromboembolus,Condition,SNOMED,S,x,T
37163043,From descendants,Acute thromboembolic subclavian artery occlusion,Condition,SNOMED,S,x,T
37166012,From descendants,Atherosclerosis of femoral artery,Condition,SNOMED,S,x,T
37169464,From descendants,Bilateral thrombosis of ulnar arteries,Condition,SNOMED,S,x,T
37171211,From descendants,Rupture of congenital aneurysm of cerebral artery,Condition,SNOMED,S,,F
37204671,From descendants,Aneurysm of internal carotid-posterior communicating artery zone,Condition,SNOMED,S,,F
37204809,From descendants,Cerebral aneurysm due to dissection of cerebral artery,Condition,SNOMED,S,,F
37204812,From descendants,Acquired aneurysm of cerebral artery,Condition,SNOMED,S,,F
196433,From descendants,Aneurysm of iliac artery,Condition,SNOMED,S,x,T
200132,From descendants,Atheroembolism of renal arteries,Condition,SNOMED,S,x,T
380943,From descendants,Rupture of syphilitic cerebral aneurysm,Condition,SNOMED,S,,F
439133,From descendants,Congenital anomaly of blood vessel of upper limb,Condition,SNOMED,S,,F
605283,From descendants,Thromboembolus of artery of lower limb,Condition,SNOMED,S,x,T
609007,From descendants,Bilateral thrombosis of common femoral arteries,Condition,SNOMED,S,x,T
609014,From descendants,Right lower limb atherosclerosis of nonbiological bypass graft,Condition,SNOMED,S,x,T
760869,From descendants,Bilateral atherosclerosis of arteries of lower limbs,Condition,SNOMED,S,x,T
761433,From descendants,Atherosclerosis of autologous bypass graft of bilateral lower limbs,Condition,SNOMED,S,x,T
761741,From descendants,Congenital stenosis of left renal artery,Condition,SNOMED,S,,F
761812,From descendants,Thrombosis of artery of bilateral upper limbs,Condition,SNOMED,S,x,T
761813,From descendants,Thrombosis of left ulnar artery,Condition,SNOMED,S,x,T
761816,From descendants,Stenosis of artery of bilateral lower limbs,Condition,SNOMED,S,x,T
761822,From descendants,Atheroembolism of right lower limb,Condition,SNOMED,S,x,T
761824,From descendants,Thrombosis of bilateral popliteal arteries,Condition,SNOMED,S,x,T
761829,From descendants,Claudication of left upper limb co-occurrent and due to atherosclerosis,Condition,SNOMED,S,x,T
765079,From descendants,Stenosis of right renal artery,Condition,SNOMED,S,x,T
35611566,From descendants,Bilateral lower limb pain at rest due to atherosclerosis,Condition,SNOMED,S,x,T
35611568,From descendants,Aneurysm of artery of right lower limb,Condition,SNOMED,S,x,T
35615081,From descendants,Thrombosis of artery of left upper extremity,Condition,SNOMED,S,x,T
35615014,From descendants,Aneurysm of extracranial portion of right internal carotid artery,Condition,SNOMED,S,,F
35615026,From descendants,Aneurysm of artery of right upper limb,Condition,SNOMED,S,x,T
35615054,From descendants,Bilateral subclavian artery stenosis,Condition,SNOMED,S,x,T
35615090,From descendants,Embolism of left popliteal artery,Condition,SNOMED,S,x,T
35615097,From descendants,Thrombosis of left femoral artery,Condition,SNOMED,S,x,T
35615107,From descendants,Occlusion of left popliteal artery,Condition,SNOMED,S,x,T
1244884,From descendants,Diffuse capillary malformation with overgrowth,Condition,SNOMED,S,,F
4139534,From descendants,Bilateral renal artery stenosis,Condition,SNOMED,S,x,T
4178609,From descendants,Femoral artery thrombosis,Condition,SNOMED,S,x,T
4179909,From descendants,Profunda femoris artery thrombosis,Condition,SNOMED,S,x,T
4182191,From descendants,Crural artery thrombosis,Condition,SNOMED,S,x,T
4187938,From descendants,Multiple renal arteries,Condition,SNOMED,S,,F
4193054,From descendants,Ruptured suprarenal aortic aneurysm,Condition,SNOMED,S,,F
4193055,From descendants,Inflammatory abdominal aortic aneurysm,Condition,SNOMED,S,,F
4231816,From descendants,Mesenteric artery stenosis,Condition,SNOMED,S,x,T
4243358,From descendants,Congenital aneurysm of anterior communicating artery,Condition,SNOMED,S,,F
4246316,From descendants,Aneurysm of external carotid artery,Condition,SNOMED,S,,F
36674752,From descendants,Microaneurysm of right retinal artery due to diabetes mellitus,Condition,SNOMED,S,,F
36712805,From descendants,Pain at rest of left lower limb due to atherosclerosis,Condition,SNOMED,S,x,T
36712960,From descendants,Aneurysm of right popliteal artery,Condition,SNOMED,S,x,T
36712987,From descendants,Stenosis of right subclavian artery,Condition,SNOMED,S,x,T
36713013,From descendants,Occlusion of right femoral artery,Condition,SNOMED,S,x,T
42537641,From descendants,Post-procedural aortic aneurysm,Condition,SNOMED,S,,F
4006293,From descendants,Aneurysm of celiac artery,Condition,SNOMED,S,x,T
43021188,From descendants,Systemic to pulmonary collateral artery from right renal artery,Condition,SNOMED,S,,F
45766188,From descendants,Cutaneous capillary malformation,Condition,SNOMED,S,,F
4341646,From descendants,Occlusive mesenteric ischemia,Condition,SNOMED,S,x,T
40484912,From descendants,Atherosclerosis of nonautologous bypass graft of limb,Condition,SNOMED,S,x,T
40488007,From descendants,Aneurysm of aortic sinus of Valsalva with protrusion into right atrium,Condition,SNOMED,S,,F
40491456,From descendants,Aneurysm of aortic sinus of Valsalva with rupture to left atrium,Condition,SNOMED,S,,F
40491479,From descendants,Aneurysm of aortic sinus of Valsalva with rupture to pulmonary artery,Condition,SNOMED,S,,F
40491994,From descendants,Aortico-left ventricular tunnel with aneurysm of intracardiac septal wall and aneurysm of extracardiac aortic wall,Condition,SNOMED,S,,F
44808745,From descendants,Occlusion of brachial artery,Condition,SNOMED,S,x,T
4079431,From descendants,Ruptured aneurysm of middle cerebral artery,Condition,SNOMED,S,,F
4079433,From descendants,Ruptured aneurysm of anterior communicating artery,Condition,SNOMED,S,,F
4082161,From descendants,Ruptured aneurysm of basilar artery,Condition,SNOMED,S,,F
4082163,From descendants,Ruptured internal carotid-posterior communicating artery zone aneurysm,Condition,SNOMED,S,,F
4093607,From descendants,Aneurysm of hepatic artery,Condition,SNOMED,S,x,T
4108369,From descendants,Common iliac aneurysm,Condition,SNOMED,S,x,T
4108377,From descendants,Embolism and thrombosis of the dorsalis pedis artery,Condition,SNOMED,S,x,T
4111469,From descendants,Reticulate vascular nevus,Condition,SNOMED,S,,F
4111707,From descendants,Ruptured berry aneurysm,Condition,SNOMED,S,,F
4111850,From descendants,Embolism and/or thrombosis of the common iliac artery,Condition,SNOMED,S,x,T
4112154,From descendants,Leaking abdominal aortic aneurysm,Condition,SNOMED,S,,F
4114011,From descendants,Subclavian artery stenosis,Condition,SNOMED,S,x,T
37163041,From descendants,Atherosclerosis of crural artery,Condition,SNOMED,S,x,T
37163062,From descendants,Acute occlusion of superficial femoral artery due to thromboembolus,Condition,SNOMED,S,x,T
37163078,From descendants,Acute occlusion of axillary artery due to thrombosis,Condition,SNOMED,S,x,T
37164957,From descendants,Left lower limb arteriosclerosis,Condition,SNOMED,S,x,T
37168561,From descendants,Bilateral atherosclerosis of artery of upper limbs,Condition,SNOMED,S,x,T
37204665,From descendants,Aneurysm of posterior inferior cerebellar artery,Condition,SNOMED,S,,F
37209668,From descendants,Atherosclerosis of superior mesenteric artery,Condition,SNOMED,S,x,T
192657,From descendants,Embolism of iliac artery,Condition,SNOMED,S,x,T
609010,From descendants,Atherosclerosis of autologous vein bypass graft of left upper limb,Condition,SNOMED,S,,F
609088,From descendants,Bilateral congenital anomaly of renal arteries,Condition,SNOMED,S,,F
761805,From descendants,Stenosis of artery of left upper limb,Condition,SNOMED,S,x,T
762053,From descendants,Stenosis of right iliac artery,Condition,SNOMED,S,x,T
35615028,From descendants,Bilateral atherosclerosis of lower limbs with gangrene,Condition,SNOMED,S,x,T
35615020,From descendants,Atherosclerosis of right renal artery,Condition,SNOMED,S,x,T
35615076,From descendants,Occlusion of distal artery of left upper limb,Condition,SNOMED,S,x,T
35615089,From descendants,Embolism of artery of right lower limb,Condition,SNOMED,S,x,T
46271459,From descendants,Atherosclerosis of bypass graft of lower limb,Condition,SNOMED,S,x,T
46271460,From descendants,Atherosclerosis of nonautologous biological bypass graft of lower limb,Condition,SNOMED,S,x,T
4144981,From descendants,Aneurysm of gastroduodenal artery,Condition,SNOMED,S,x,T
4164635,From descendants,Nevus anemicus,Condition,SNOMED,S,,F
4174223,From descendants,Angioma serpiginosum,Condition,SNOMED,S,,F
4175205,From descendants,Berry aneurysm,Condition,SNOMED,S,,F
4175569,From descendants,Common femoral artery thrombosis,Condition,SNOMED,S,x,T
4179907,From descendants,Brachial artery thrombosis,Condition,SNOMED,S,x,T
4180026,From descendants,Vertebral artery aneurysm,Condition,SNOMED,S,,F
4208072,From descendants,Common femoral artery stenosis,Condition,SNOMED,S,x,T
4208809,From descendants,Post-radiological embolism of lower limb artery,Condition,SNOMED,S,x,T
4266200,From descendants,Cutaneous vascular malformation,Condition,SNOMED,S,,F
36712957,From descendants,Aneurysm of left common iliac artery,Condition,SNOMED,S,x,T
42537642,From descendants,Aneurysm of basilar artery,Condition,SNOMED,S,,F
3656133,From descendants,Aneurysm of aorta at coarctation site following procedure,Condition,SNOMED,S,,F
4318843,From descendants,Renal artery embolism,Condition,SNOMED,S,x,T
40479862,From descendants,Aneurysm of infrarenal abdominal aorta,Condition,SNOMED,S,,F
40484551,From descendants,Atherosclerosis of nonautologous biological bypass graft of limb,Condition,SNOMED,S,x,T
40488004,From descendants,Aberrant origin of left subclavian artery,Condition,SNOMED,S,,F
40488026,From descendants,Aneurysm of aortic sinus of Valsalva with protrusion into left atrium,Condition,SNOMED,S,,F
40490430,From descendants,Aneurysm of aortic sinus of Valsalva with rupture to pericardial cavity,Condition,SNOMED,S,,F
40491480,From descendants,Aneurysm of aortic sinus of Valsalva with rupture to right atrium,Condition,SNOMED,S,,F
4061539,From descendants,Congenital aneurysm of aorta,Condition,SNOMED,S,,F
4078016,From descendants,Aneurysm of internal carotid artery,Condition,SNOMED,S,,F
4079434,From descendants,Ruptured aneurysm of posterior communicating artery,Condition,SNOMED,S,,F
4082162,From descendants,Ruptured aneurysm of posterior inferior cerebellar artery,Condition,SNOMED,S,,F
4108370,From descendants,Posterior tibial aneurysm,Condition,SNOMED,S,x,T
4112155,From descendants,Anterior tibial aneurysm,Condition,SNOMED,S,x,T
4112161,From descendants,Embolism and thrombosis of the brachial artery,Condition,SNOMED,S,x,T
4112162,From descendants,Embolism and thrombosis of the anterior tibial artery,Condition,SNOMED,S,x,T
4113290,From descendants,Congenital aneurysm of ascending aorta,Condition,SNOMED,S,,F
4120105,From descendants,Superficial femoral aneurysm,Condition,SNOMED,S,x,T
4121626,From descendants,External iliac artery stenosis,Condition,SNOMED,S,x,T
37152377,From descendants,Axillofemoral graft,Observation,SNOMED,S,,F
37163038,From descendants,Atherosclerosis of superficial femoral artery,Condition,SNOMED,S,x,T
37163039,From descendants,Atherosclerosis of popliteal artery,Condition,SNOMED,S,x,T
37163040,From descendants,Atherosclerosis of subclavian artery,Condition,SNOMED,S,x,T
37163045,From descendants,Acute thromboembolic renal artery occlusion,Condition,SNOMED,S,x,T
37163077,From descendants,Acute occlusion of axillary artery due to thromboembolus,Condition,SNOMED,S,x,T
37163292,From descendants,Renal artery stenosis due to fibromuscular hyperplasia,Condition,SNOMED,S,,F
37164958,From descendants,Right lower limb atherosclerosis,Condition,SNOMED,S,x,T
37204745,From descendants,Congenital aneurysm of precerebral artery,Condition,SNOMED,S,,F
37398919,From descendants,Familial abdominal aortic aneurysm,Condition,SNOMED,S,,F